FID,FID_,Species,Name,Width,Length,Height,Transect,QN,QL,X,Y,Notes,sp_simp,Type,easting,northing,ID,MapID,buff
667,195,u3, ,36,18,20,5,6,L,0,0, ,u3,shrub,622549.95,3849160.15,192,0,0.18
671,199,u3, ,50,49,40,5,6,L,0,0, ,u3,shrub,622551.05,3849164.7,195,0,0.25
672,200,u3, ,53,31,43,5,6,L,0,0, ,u3,shrub,622549.8,3849164.9,196,0,0.265
673,201,u3, ,57,35,40,5,6,L,0,0, ,u3,shrub,622550.95,3849165.3,197,0,0.285
674,202,u3, ,66,27,44,5,6,L,0,0, ,u3,shrub,622549.85,3849166.35,198,0,0.33
677,205,u3, ,72,69,46,5,6,L,0,0, ,u3,shrub,622553.1,3849165.1,201,0,0.36
680,208,u3, ,60,49,47,5,6,L,0,0, ,u3,shrub,622559.1,3849164.15,203,0,0.3
682,210,u3, ,38,36,27,5,6,L,0,0, ,u3,shrub,622558.5,3849162.3,205,0,0.19
685,213,u3, ,47,33,29,5,6,L,0,0, ,u3,shrub,622558.5,3849159.1,208,0,0.235
686,214,u3, ,47,33,38,5,6,L,0,0, ,u3,shrub,622557.9,3849158.65,209,0,0.235
687,215,u3, ,76,45,38,5,6,L,0,0, ,u3,shrub,622555.05,3849161.4,210,0,0.38
688,216,u3, ,50,30,47,5,6,L,0,0, ,u3,shrub,622555.8,3849161.4,211,0,0.25
689,217,u3, ,49,64,54,5,6,L,0,0, ,u3,shrub,622556.15,3849162,212,0,0.245
690,218,u3, ,54,32,40,5,6,L,0,0, ,u3,shrub,622555.45,3849160.65,213,0,0.27
691,219,u3, ,14,13,31,5,6,L,0,0, ,u3,shrub,622555.5,3849159.75,214,0,0.07
694,222,u3, ,75,55,45,5,6,L,0,0, ,u3,shrub,622556.05,3849157.1,217,0,0.375
698,226,u3, ,55,58,46,5,5,R,0,0, ,u3,shrub,622542.6,3849166.75,221,0,0.275
699,227,u3, ,55,47,28,5,5,R,0,0, ,u3,shrub,622542.3,3849169,222,0,0.275
703,231,u3, ,65,45,56,5,5,R,0,0, ,u3,shrub,622544.9,3849172.7,226,0,0.325
713,241,u3, ,98,62,55,5,5,R,0,0,under larrea,u3,shrub,622548.6,3849167.15,235,0,0.49
715,243,u3, ,31,32,33,5,5,L,0,0, ,u3,shrub,622554.75,3849167.2,237,0,0.155
718,246,u3, ,48,47,46,5,5,L,0,0, ,u3,shrub,622553.4,3849167.15,240,0,0.24
719,247,u3, ,31,26,35,5,5,L,0,0, ,u3,shrub,622552.65,3849167,241,0,0.155
720,248,u3, ,38,40,42,5,5,L,0,0, ,u3,shrub,622553,3849169.75,242,0,0.19
721,0,u3, ,47,43,42,5,0, ,0,0, ,u4,shrub,622552.55,3849169.75,0,0,0.235
723,250,u3, ,45,52,45,5,5,L,0,0, ,u3,shrub,622552.25,3849168.2,244,0,0.225
725,252,u3, ,57,51,41,5,5,L,0,0, ,u3,shrub,622550.9,3849167.3,246,0,0.285
726,253,u3, ,55,36,53,5,5,L,0,0, ,u3,shrub,622549.75,3849168.3,247,0,0.275
729,0,u3, ,24,13,30,5,0, ,0,0, ,u3,shrub,622551.6,3849170.5,0,0,0.12
730,256,u3, ,49,60,45,5,5,L,0,0, ,u3,shrub,622549.9,3849172.3,249,0,0.245
731,257,u3, ,53,40,50,5,5,L,0,0, ,u3,shrub,622550.9,3849171.85,250,0,0.265
733,259,u3, ,60,50,29,5,5,L,0,0, ,u3,shrub,622552.95,3849171.9,252,0,0.3
734,260,u3, ,60,62,43,5,5,L,0,0, ,u3,shrub,622553.65,3849172.2,253,0,0.3
737,263,u3, ,47,51,56,5,5,L,0,0, ,u3,shrub,622551.5,3849175.85,256,0,0.235
739,265,u3, ,51,30,59,5,5,L,0,0, ,u3,shrub,622552.05,3849176.5,258,0,0.255
740,266,u3, ,28,24,30,5,5,L,0,0, ,u3,shrub,622552.8,3849175.9,259,0,0.14
743,269,u3, ,45,40,40,5,5,L,0,0, ,u3,shrub,622556.8,3849176.4,262,0,0.225
745,271,u3, ,66,68,50,5,5,L,0,0, ,u3,shrub,622558.05,3849174.7,264,0,0.33
755,281,u3, ,36,35,42,5,5,L,0,0, ,u3,shrub,622559.15,3849167.9,274,0,0.18
757,283,u3, ,36,25,39,5,5,L,0,0, ,u3,shrub,622557.75,3849168.45,276,0,0.18
758,284,u3, ,26,35,23,5,5,L,0,0, ,u3,shrub,622558.1,3849167,277,0,0.13
760,286,u3, ,85,57,44,5,5,L,0,0, ,u3,shrub,622556.8,3849167.7,279,0,0.425
763,289,u3, ,8,35,47,5,4,R,0,0,rooted in same place,u3,shrub,622541.45,3849179.05,282,0,0.04
766,292,u3, ,48,38,36,5,4,R,0,0, ,u3,shrub,622541.15,3849180.6,285,0,0.24
767,293,u3, ,30,40,33,5,4,R,0,0, ,u3,shrub,622540.9,3849183.2,286,0,0.15
770,298,u3, ,35,32,30,5,4,R,0,0, ,u3,shrub,622545.05,3849185.4,291,0,0.175
771,299,u3, ,30,40,32,5,4,R,0,0, ,u3,shrub,622545.25,3849184.85,292,0,0.15
772,300,u3, ,46,24,36,5,4,R,0,0, ,u3,shrub,622546.3,3849185.15,293,0,0.23
775,303,u3, ,64,55,35,5,4,R,0,0, ,u3,shrub,622548.15,3849184.4,295,0,0.32
776,304,u3, ,45,34,52,5,4,R,0,0, ,u3,shrub,622547.85,3849182.65,296,0,0.225
778,306,u3, ,37,26,28,5,4,R,0,0, ,u3,shrub,622548.45,3849182.35,298,0,0.185
780,308,u3, ,62,50,40,5,4,R,0,0, ,u3,shrub,622544.85,3849177.7,299,0,0.31
781,309,u3, ,79,62,42,5,4,R,0,0, ,u3,shrub,622545.05,3849178.95,300,0,0.395
784,312,u3, ,84,47,37,5,4,L,0,0, ,u3,shrub,622553.7,3849178.35,303,0,0.42
785,313,u3, ,64,57,46,5,4,L,0,0, ,u3,shrub,622552.7,3849179.7,304,0,0.32
786,314,u3, ,56,42,44,5,4,L,0,0, ,u3,shrub,622552.7,3849180.65,305,0,0.28
787,315,u3, ,52,39,43,5,4,L,0,0, ,u3,shrub,622552.7,3849181.15,306,0,0.26
790,0,u3, ,24,22,43,5,0, ,0,0, ,u3,shrub,622552.5065,3849185.562,0,0,0.12
792,319,u3, ,47,51,43,5,4,L,0,0, ,u3,shrub,622552.55,3849184.2,309,0,0.235
793,320,u3, ,42,72,55,5,4,L,0,0, ,u3,shrub,622552.55,3849183.65,310,0,0.21
795,322,u3, ,71,60,49,5,4,L,0,0, ,u3,shrub,622554.4,3849185.8,312,0,0.355
796,323,u3, ,42,50,32,5,4,L,0,0, ,u3,shrub,622554.9,3849185.85,313,0,0.21
797,324,u3, ,30,28,54,5,4,L,0,0, ,u3,shrub,622555.2,3849186.55,314,0,0.15
803,330,u3, ,49,39,32,5,4,L,0,0, ,u3,shrub,622558.9,3849183.9,320,0,0.245
806,333,u3, ,67,46,40,5,4,L,0,0, ,u3,shrub,622556.65,3849182,323,0,0.335
809,336,u3, ,64,59,36,5,4,L,0,0, ,u3,shrub,622558.35,3849180.8,326,0,0.32
810,337,u3, ,30,26,31,5,4,L,0,0, ,u3,shrub,622557.75,3849179.9,327,0,0.15
811,338,u3, ,66,50,47,5,4,L,0,0, ,u3,shrub,622557.15,3849180.15,328,0,0.33
814,341,u3, ,33,31,37,5,4,L,0,0, ,u3,shrub,622556.4,3849178.05,331,0,0.165
815,342,u3, ,37,20,28,5,4,L,0,0, ,u3,shrub,622556.2,3849178.1,332,0,0.185
818,345,u3, ,41,26,43,5,4,L,0,0, ,u3,shrub,622555.1,3849178.2,335,0,0.205
821,348,u3, ,47,37,36,5,4,L,0,0, ,u3,shrub,622555.55,3849181.95,338,0,0.235
823,350,u3, ,56,34,35,5,4,L,0,0, ,u3,shrub,622553.7,3849180.15,340,0,0.28
824,351,u3, ,78,64,55,5,4,L,0,0, ,u3,shrub,622554.4,3849180.35,341,0,0.39
826,353,u3, ,61,41,38,5,3,R,0,0, ,u3,shrub,622540.95,3849187.95,343,0,0.305
831,358,u3, ,49,48,31,5,3,R,0,0, ,u3,shrub,622541.6,3849190.6,348,0,0.245
832,359,u3, ,74,42,44,5,3,R,0,0, ,u3,shrub,622543.3,3849189.1,349,0,0.37
834,361,u3, ,34,30,35,5,3,R,0,0, ,u3,shrub,622543.55,3849190.1,351,0,0.17
835,362,u3, ,70,54,61,5,3,R,0,0, ,u3,shrub,622543.65,3849190.75,352,0,0.35
838,365,u3, ,23,20,35,5,3,R,0,0, ,u3,shrub,622544.75,3849191.1,355,0,0.115
840,367,u3, ,51,30,40,5,3,R,0,0, ,u3,shrub,622539.75,3849194.85,357,0,0.255
843,370,u3, ,97,95,43,5,3,R,0,0, ,u3,shrub,622541.7,3849195.1,360,0,0.485
845,372,u3, ,85,51,45,5,3,R,0,0, ,u3,shrub,622543.35,3849195.45,362,0,0.425
846,373,u3, ,83,51,55,5,3,R,0,0, ,u3,shrub,622542.7,3849193.05,363,0,0.415
848,375,u3, ,49,40,44,5,3,R,0,0, ,u3,shrub,622546.5,3849195.3,365,0,0.245
850,377,u3, ,40,30,33,5,3,R,0,0, ,u3,shrub,622549.3,3849196.05,367,0,0.2
851,378,u3, ,56,49,48,5,3,R,0,0, ,u3,shrub,622548.1,3849194.25,368,0,0.28
853,380,u3, ,34,22,24,5,3,R,0,0, ,u3,shrub,622546.45,3849191.8,370,0,0.17
856,383,u3, ,87,50,53,5,3,R,0,0, ,u3,shrub,622547.1,3849189.95,372,0,0.435
857,384,u3, ,75,57,49,5,3,R,0,0, ,u3,shrub,622547.65,3849188.35,373,0,0.375
858,385,u3, ,75,57,49,5,3,R,0,0, ,u3,shrub,622549.1,3849188.35,374,0,0.375
859,386,u3, ,15,15,20,5,3,R,0,0, ,u3,shrub,622548.6,3849187.95,375,0,0.075
864,391,u3, ,35,26,35,5,3,R,0,0, ,u3,shrub,622544.75,3849186.85,379,0,0.175
866,393,u3, ,22,9,24,5,3,R,0,0, ,u3,shrub,622544.1,3849187.2,381,0,0.11
867,394,u3, ,88,65,50,5,3,L,0,0, ,u3,shrub,622550.75,3849187.1,382,0,0.44
870,397,u3, ,42,47,43,5,3,L,0,0, ,u3,shrub,622552.15,3849190,385,0,0.21
873,400,u3, ,79,67,55,5,3,L,0,0, ,u3,shrub,622552.75,3849191.35,388,0,0.395
876,403,u3, ,94,61,48,5,3,L,0,0, ,u3,shrub,622550.15,3849195.3,391,0,0.47
880,406,u3, ,75,72,54,5,3,L,0,0, ,u3,shrub,622559.55,3849195.3,393,0,0.375
881,407,u3, ,36,38,38,5,3,L,0,0, ,u3,shrub,622559.55,3849194.35,394,0,0.18
883,409,u3, ,57,42,54,5,3,L,0,0, ,u3,shrub,622557.75,3849190.2,396,0,0.285
888,414,u3, ,73,43,36,5,3,L,0,0, ,u3,shrub,622557.45,3849187.25,401,0,0.365
889,415,u3, ,81,56,44,5,3,L,0,0, ,u3,shrub,622556,3849186.9,402,0,0.405
891,417,u3, ,70,35,36,5,2,R,0,0, ,u3,shrub,622540.65,3849197.7,404,0,0.35
897,423,u3, ,78,87,59,5,2,R,0,0, ,u3,shrub,622541.7,3849203.1,410,0,0.39
899,425,u3, ,27,38,41,5,2,R,0,0, ,u3,shrub,622540.45,3849202.85,412,0,0.135
900,426,u3, ,34,47,39,5,2,R,0,0, ,u3,shrub,622540.55,3849203.3,413,0,0.17
901,427,u3, ,80,54,35,5,2,R,0,0, ,u3,shrub,622540.1,3849203.5,414,0,0.4
904,430,u3, ,89,64,48,5,2,R,0,0, ,u3,shrub,622545.8,3849207.7,417,0,0.445
908,434,u3, ,51,47,45,5,2,R,0,0, ,u3,shrub,622547.8,3849205.9,420,0,0.255
910,0,u3, ,38,36,24,5,0, ,0,0, ,u3,shrub,622549.55,3849204.05,0,0,0.19
911,436,u3, ,42,31,33,5,2,R,0,0, ,u3,shrub,622546.95,3849204,422,0,0.21
912,437,u3, ,71,73,47,5,2,R,0,0, ,u3,shrub,622546.5,3849203.5,423,0,0.355
913,438,u3, ,49,68,46,5,2,R,0,0, ,u3,shrub,622548.05,3849203.4,424,0,0.245
915,440,u3, ,70,60,47,5,2,R,0,0, ,u3,shrub,622549.2,3849199.8,426,0,0.35
916,441,u3, ,75,87,54,5,2,R,0,0, ,u3,shrub,622547.8,3849199.2,427,0,0.375
918,0,u3, ,17,17,35,5,0, ,0,0, ,u3,shrub,622549.05,3849197.65,0,0,0.085
928,451,u3, ,50,37,38,5,2,L,0,0, ,u3,shrub,622559.05,3849208.2,432,0,0.25
929,452,u3, ,56,40,34,5,2,L,0,0, ,u3,shrub,622558.55,3849207.05,433,0,0.28
930,453,u3, ,36,30,35,5,2,L,0,0, ,u3,shrub,622559.1,3849198.9,434,0,0.18
934,458,u3, ,52,36,39,5,1,R,0,0, ,u3,shrub,622541.05,3849209.75,438,0,0.26
936,460,u3, ,31,19,30,5,1,R,0,0, ,u3,shrub,622541.85,3849210.65,440,0,0.155
937,461,u3, ,64,52,54,5,1,R,0,0, ,u3,shrub,622541.15,3849210.75,441,0,0.32
939,463,u3, ,58,33,29,5,1,R,0,0, ,u3,shrub,622540.05,3849211.8,443,0,0.29
940,464,u3, ,45,29,29,5,1,R,0,0, ,u3,shrub,622541.6,3849211.7,444,0,0.225
941,465,u3, ,90,50,63,5,1,R,0,0, ,u3,shrub,622541.3,3849212.55,445,0,0.45
943,467,u3, ,38,32,26,5,1,R,0,0, ,u3,shrub,622542,3849213.4,447,0,0.19
948,472,u3, ,47,36,46,5,1,R,0,0, ,u3,shrub,622542.928,3849215.945,452,0,0.235
955,479,u3, ,74,33,33,5,1,R,0,0, ,u3,shrub,622544.3343,3849214.037,459,0,0.37
956,480,u3, ,46,43,36,5,1,R,0,0, ,u3,shrub,622544.1343,3849213.337,460,0,0.23
959,483,u3, ,94,52,53,5,1,R,0,0, ,u3,shrub,622546.35,3849213.7,463,0,0.47
964,0,u3, ,10,5,57,5,0, ,0,0,"inside ephedra, xy likely incorrect",u3,shrub,622548.75,3849215.85,0,0,0.05
969,492,u3, ,33,32,40,5,1,R,0,0, ,u3,shrub,622549.4,3849213.9,472,0,0.165
974,497,u3, ,52,34,24,5,1,R,0,0, ,u3,shrub,622549.35,3849211.05,477,0,0.26
977,500,u3, ,50,47,33,5,1,R,0,0, ,u3,shrub,622548.4,3849207.95,480,0,0.25
979,502,u3, ,65,40,42,5,1,R,0,0, ,u3,shrub,622545.05,3849209.65,482,0,0.325
980,503,u3, ,42,42,46,5,1,R,0,0, ,u3,shrub,622543.7,3849209.05,483,0,0.21
981,504,u3, ,51,46,45,5,1,L,0,0, ,u3,shrub,622550.1,3849207.6,484,0,0.255
983,506,u3, ,56,43,36,5,1,L,0,0, ,u3,shrub,622550.3691,3849210.188,486,0,0.28
985,509,u3, ,99,62,56,5,1,L,0,0, ,u3,shrub,622550.4,3849211.05,490,0,0.495
986,510,u3, ,42,38,32,5,1,L,0,0, ,u3,shrub,622551.95,3849210.9,491,0,0.21
987,511,u3, ,50,45,28,5,1,L,0,0, ,u3,shrub,622551.2,3849212.2,492,0,0.25
994,518,u3, ,46,36,37,5,1,L,0,0, ,u3,shrub,622554.25,3849214.55,499,0,0.23
998,522,u3, ,74,58,44,5,1,L,0,0, ,u3,shrub,622556.15,3849217.05,503,0,0.37
1001,525,u3, ,56,40,32,5,1,L,0,0, ,u3,shrub,622559.4,3849214.5,506,0,0.28
1002,526,u3, ,44,20,45,5,1,L,0,0, ,u3,shrub,622559,3849215.1,507,0,0.22
1011,535,u3, ,74,64,45,5,1,L,0,0, ,u3,shrub,622557.85,3849212.05,516,0,0.37
1012,536,u3, ,56,37,41,5,1,L,0,0, ,u3,shrub,622558.85,3849211.8,517,0,0.28
1015,539,u3, ,50,45,33,5,1,L,0,0, ,u3,shrub,622556.35,3849208.1,520,0,0.25
1021,545,u3, ,70,80,58,5,1,L,0,0, ,u3,shrub,622553.95,3849208.45,526,0,0.35
1025,548,u3, ,112,80,57,5,1,L,0,0, ,u3,shrub,622554.6461,3849209.95,529,0,0.56
1026,549,u3, ,52,53,35,5,1,L,0,0, ,u3,shrub,622555.8,3849211.5,530,0,0.26
1027,551,u3, ,67,74,45,5,1,L,0,0, ,u3,shrub,622551.95,3849209.6,532,0,0.335
1028,0,u3, ,44,25,38,5,0, ,0,0, ,u3,shrub,622548.553,3849145.106,0,0,0.22
1029,0,u3, ,35,35,33,5,0, ,0,0, ,u3, ,622545.4219,3849162.702,0,0,0.175
1030,0,u3, ,37,25,35,5,0, ,0,0, ,u3,shrub,622554.3839,3849171.81,0,0,0.185
1031,0,u3, ,33,20,28,5,0, ,0,0, ,u3,shrub,622554.6458,3849181.841,0,0,0.165
1032,0,u3, ,63,25,38,5,0, ,0,0, ,u3,shrub,622544.3895,3849183.615,0,0,0.315
1033,0,u3, ,26,22,43,5,0, ,0,0, ,u3,shrub,622545.4531,3849183.083,0,0,0.13
1035,0,u3, ,34,28,40,5,0, ,0,0, ,u3,shrub,622544.3911,3849185.702,0,0,0.17
1037,0,u3, ,50,56,38,5,0, ,0,0, ,u3,shrub,622540.6906,3849186.702,0,0,0.25
1038,0,u3, ,49,30,43,5,0, ,0,0, ,u3,shrub,622550.2,3849209.43,0,0,0.245
1039,0,u3, ,97,77,51,5,0, ,0,0, ,u3,shrub,622553.8901,3849211.358,0,0,0.485
1045,5,u3, ,68,62,30,4,8,R,0,0, ,u3,shrub,622470.944,3849249.352,0,6,0.34
1049,8,u3, ,37,24,33,4,8,R,0,0, ,u3,shrub,622471.294,3849252.052,0,9,0.185
1050,9,u3, ,74,88,55,4,8,R,0,0, ,u3,shrub,622470.694,3849252.152,0,10,0.37
1052,11,u3, ,59,42,39,4,8,R,0,0, ,u3,shrub,622473.644,3849253.752,0,12,0.295
1057,16,u3, ,67,44,45,4,8,R,0,0, ,u3,shrub,622478.144,3849254.152,0,17,0.335
1059,18,u3, ,32,27,30,4,8,R,0,0, ,u3,shrub,622479.194,3849253.952,0,19,0.16
1062,21,u3, ,33,28,26,4,8,R,0,0, ,u3,shrub,622480.394,3849252.552,0,22,0.165
1063,22,u3, ,76,46,41,4,8,R,0,0, ,u3,shrub,622477.944,3849252.252,0,23,0.38
1068,27,u3, ,82,85,32,4,8,R,0,0, ,u3,shrub,622479.694,3849250.702,0,28,0.41
1069,28,u3, ,92,70,41,4,8,R,0,0, ,u3,shrub,622478.244,3849250.502,0,29,0.46
1072,31,u3, ,31,23,30,4,8,R,0,0, ,u3,shrub,622477.094,3849249.552,0,32,0.155
1073,32,u3, ,66,40,52,4,8,R,0,0, ,u3,shrub,622477.394,3849249.252,0,33,0.33
1074,33,u3, ,72,40,48,4,8,R,0,0, ,u3,shrub,622480.094,3849248.552,0,34,0.36
1080,40,u3, ,39,50,45,4,8,L,0,0, ,u3,shrub,622481.094,3849245.352,0,41,0.195
1082,42,u3, ,45,36,40,4,8,L,0,0, ,u3,shrub,622481.644,3849245.452,0,43,0.225
1086,46,u3, ,96,66,41,4,8,L,0,0, ,u3,shrub,622481.694,3849247.452,0,47,0.48
1087,47,u3, ,75,72,43,4,8,L,0,0, ,u3,shrub,622480.844,3849247.052,0,48,0.375
1088,48,u3, ,65,43,53,4,8,L,0,0, ,u3,shrub,622480.644,3849249.752,0,49,0.325
1090,0,u3, ,60,30,42,4,0, ,0,0, ,u3,shrub,622480.594,3849250.352,0,0,0.3
1094,53,u3, ,67,72,60,4,8,L,0,0, ,u3,shrub,622482.344,3849252.252,0,54,0.335
1096,55,u3, ,102,72,45,4,8,L,0,0, ,u3,shrub,622481.994,3849254.652,0,56,0.51
1100,0,u3, ,40,31,35,4,0, ,0,0, ,u3,shrub,622484.944,3849251.352,0,0,0.2
1101,60,u3, ,60,50,45,4,8,L,0,0, ,u3,shrub,622485.344,3849252.102,0,61,0.3
1109,68,u3, ,80,70,40,4,8,L,0,0, ,u3,shrub,622488.394,3849252.752,0,69,0.4
1111,70,u3, ,5,6,6,4,8,L,0,0, ,u3,shrub,622488.394,3849251.852,0,71,0.025
1116,75,u3, ,80,52,49,4,8,L,0,0, ,u3,shrub,622489.144,3849249.302,0,76,0.4
1127,0,u3, ,67,49,50,4,0, ,0,0, ,u3,shrub,622485.744,3849246.602,0,0,0.335
1129,86,u3, ,83,66,40,4,8,L,0,0, ,u3,shrub,622486.294,3849245.402,0,87,0.415
1135,94,u3, ,48,27,52,4,8,L,0,0, ,u3,shrub,622484.7313,3849248.924,0,95,0.24
1138,97,u3, ,72,54,62,4,7,R,0,0, ,u3,shrub,622474.094,3849256.552,0,98,0.36
1141,100,u3, ,41,28,28,4,7,R,0,0, ,u3,shrub,622471.644,3849257.402,0,101,0.205
1142,101,u3, ,54,52,44,4,7,R,0,0, ,u3,shrub,622470.794,3849258.302,0,102,0.27
1143,102,u3, ,37,20,36,4,7,R,0,0, ,u3,shrub,622471.5197,3849258.602,0,103,0.185
1144,103,u3, ,36,27,24,4,7,R,0,0, ,u3,shrub,622471.9512,3849260.391,0,104,0.18
1145,104,u3, ,79,46,50,4,7,R,0,0, ,u3,shrub,622471.344,3849260.602,0,105,0.395
1146,0,u3, ,49,42,54,4,0, ,0,0, ,u3,shrub,622472.1178,3849261.869,0,0,0.245
1147,105,u3, ,23,16,21,4,7,R,0,0, ,u3,shrub,622472.4243,3849259.854,0,106,0.115
1148,106,u3, ,50,36,51,4,7,R,0,0, ,u3,shrub,622471.6106,3849259.989,0,107,0.25
1150,108,u3, ,26,27,23,4,7,R,0,0, ,u3,shrub,622473.644,3849264.152,0,109,0.13
1151,109,u3, ,50,46,32,4,7,R,0,0, ,u3,shrub,622473.944,3849263.702,0,110,0.25
1152,110,u3, ,121,97,60,4,7,R,0,0, ,u3,shrub,622474.244,3849260.102,0,111,0.605
1153,0,u3, ,36,26,40,4,7,R,0,0, ,u4,shrub,622475.194,3849260.302,0,0,0.18
1154,111,u3, ,76,66,58,4,7,R,0,0, ,u3,shrub,622474.4744,3849262.188,0,112,0.38
1157,114,u3, ,86,64,49,4,7,R,0,0, ,u3,shrub,622476.894,3849263.552,0,115,0.43
1159,116,u3, ,51,46,45,4,7,R,0,0, ,u3,shrub,622477.644,3849264.002,0,117,0.255
1160,117,u3, ,75,75,55,4,7,R,0,0, ,u3,shrub,622479.694,3849263.252,0,118,0.375
1161,118,u3, ,51,49,48,4,7,R,0,0, ,u3,shrub,622478.094,3849262.002,0,119,0.255
1164,121,u3, ,83,64,51,4,7,R,0,0, ,u3,shrub,622478.894,3849261.102,0,122,0.415
1165,122,u3, ,26,22,16,4,7,R,0,0, ,u3,shrub,622479.3308,3849260.792,0,123,0.13
1168,0,u3, ,50,48,42,4,0, ,0,0, ,u3,shrub,622476.444,3849259.552,0,0,0.25
1170,126,u3, ,59,50,41,4,7,R,0,0, ,u3,shrub,622478.044,3849258.352,0,127,0.295
1171,127,u3, ,41,68,40,4,7,R,0,0, ,u3,shrub,622477.894,3849257.052,0,128,0.205
1172,128,u3, ,47,45,47,4,7,R,0,0, ,u3,shrub,622479.994,3849257.902,0,129,0.235
1173,130,u3, ,30,36,47,4,7,R,0,0, ,u3,shrub,622477.244,3849255.252,0,131,0.15
1175,132,u3, ,74,50,60,4,7,R,0,0, ,u3,shrub,622477.344,3849256.452,0,133,0.37
1176,133,u3, ,56,45,47,4,7,R,0,0, ,u3,shrub,622476.644,3849254.752,0,134,0.28
1177,134,u3, ,44,43,33,4,7,R,0,0, ,u3,shrub,622476.644,3849255.202,0,135,0.22
1178,135,u3, ,37,24,35,4,7,R,0,0, ,u3,shrub,622475.944,3849256.102,0,136,0.185
1179,136,u3, ,88,74,55,4,7,R,0,0, ,u3,shrub,622475.494,3849255.702,0,137,0.44
1180,137,u3, ,33,30,40,4,7,R,0,0, ,u3,shrub,622475.494,3849254.852,0,138,0.165
1181,138,u3, ,21,12,21,4,7,R,0,0, ,u3,shrub,622475.194,3849256.202,0,139,0.105
1189,146,u3, ,55,60,54,4,7,L,0,0, ,u3,shrub,622482.294,3849261.802,0,147,0.275
1191,148,u3, ,67,60,40,4,7,L,0,0, ,u3,shrub,622481.494,3849257.552,0,149,0.335
1194,151,u3, ,99,100,56,4,7,L,0,0, ,u3,shrub,622482.944,3849264.452,0,152,0.495
1195,152,u3, ,81,36,33,4,7,L,0,0, ,u3,shrub,622483.494,3849261.702,0,153,0.405
1206,0,u3, ,42,26,35,4,0, ,0,0, ,u3,shrub,622490.394,3849257.402,0,0,0.21
1207,164,u3, ,62,52,46,4,7,L,0,0, ,u3,shrub,622489.894,3849254.902,0,165,0.31
1209,166,u3, ,55,49,23,4,7,L,0,0, ,u3,shrub,622488.094,3849254.702,0,167,0.275
1211,168,u3, ,41,37,43,4,6,R,0,0, ,u3,shrub,622475.944,3849265.702,0,169,0.205
1216,173,u3, ,50,59,38,4,6,R,0,0, ,u3,shrub,622475.094,3849265.452,0,174,0.25
1217,174,u3, ,31,17,33,4,6,R,0,0, ,u3,shrub,622474.894,3849265.802,0,175,0.155
1223,180,u3, ,53,50,36,4,6,R,0,0, ,u3,shrub,622474.194,3849266.402,0,181,0.265
1225,182,u3, ,45,32,46,4,6,R,0,0, ,u3,shrub,622473.244,3849265.502,0,183,0.225
1228,185,u3, ,62,64,63,4,6,R,0,0, ,u3,shrub,622473.044,3849266.752,0,186,0.31
1229,186,u3, ,84,64,32,4,6,R,0,0, ,u3,shrub,622472.694,3849266.102,0,187,0.42
1230,187,u3, ,43,31,37,4,6,R,0,0, ,u3,shrub,622472.344,3849264.652,0,188,0.215
1233,190,u3, ,70,71,28,4,6,R,0,0, ,u3,shrub,622473.144,3849269.152,0,191,0.35
1235,192,u3, ,68,51,40,4,6,R,0,0, ,u3,shrub,622472.244,3849274.152,0,193,0.34
1237,195,u3, ,40,46,28,4,6,R,0,0, ,u3,shrub,622474.394,3849271.952,0,196,0.2
1243,201,u3, ,65,48,55,4,6,R,0,0, ,u3,shrub,622480.194,3849271.302,0,202,0.325
1244,202,u3, ,36,31,29,4,6,R,0,0, ,u3,shrub,622479.894,3849270.552,0,203,0.18
1246,0,u3, ,39,24,28,4,0, ,0,0, ,u3,shrub,622475.844,3849269.952,0,0,0.195
1248,0,u3, ,42,39,38,4,0, ,0,0, ,u3,shrub,622474.294,3849270.502,0,0,0.21
1249,204,u3, ,66,61,40,4,6,R,0,0, ,u3,shrub,622479.844,3849269.152,0,205,0.33
1250,205,u3, ,44,31,36,4,6,R,0,0, ,u3,shrub,622478.594,3849268.752,0,206,0.22
1251,206,u3, ,54,42,47,4,6,R,0,0, ,u3,shrub,622478.594,3849268.152,0,207,0.27
1253,0,u3, ,16,16,25,4,0, ,0,0, ,u3,shrub,622478.994,3849268.252,0,0,0.08
1254,208,u3, ,47,30,38,4,6,R,0,0, ,u3,shrub,622479.694,3849268.102,0,209,0.235
1257,211,u3, ,48,27,26,4,6,R,0,0, ,u3,shrub,622476.394,3849267.202,0,212,0.24
1258,212,u3, ,63,45,45,4,6,L,0,0, ,u3,shrub,622483.594,3849265.302,0,213,0.315
1259,213,u3, ,69,45,45,4,6,L,0,0, ,u3,shrub,622482.644,3849265.702,0,214,0.345
1267,221,u3, ,59,68,40,4,6,L,0,0, ,u3,shrub,622480.644,3849270.652,0,222,0.295
1270,224,u3, ,65,39,30,4,6,L,0,0, ,u3,shrub,622481.394,3849273.752,0,225,0.325
1271,225,u3, ,38,36,29,4,6,L,0,0, ,u3,shrub,622484.194,3849270.602,0,226,0.19
1275,229,u3, ,75,71,48,4,6,L,0,0, ,u3,shrub,622487.794,3849271.052,0,230,0.375
1276,230,u3, ,80,60,61,4,6,L,0,0, ,u3,shrub,622487.794,3849269.852,0,231,0.4
1280,234,u3, ,75,54,41,4,6,L,0,0, ,u3,shrub,622489.194,3849264.752,0,235,0.375
